;text;target
1021;atmosfera na laborka byc luzny mozny spokojnie z nia porozmawiac choc czas troche sie wkurzac jak sie nic nie robic;2
1022;potwierdzac co mowic przedmowiec;3
1023;wyklad byl dosc zrozumialy no zly nie byl tylko strasznie szybki;3
1024;jednoczesnie sporo uczyc;2
1025;ciezko cos taki zaliczyc na dobry ocena nawet jesli naprawde biegle sie programywac sam zaliczenie to nie problem;3
1026;podobny do ten z skrypt ten on autorstwo d;2
1027;hmm;3
1028;nie byc to chyba typowy zadanie z skrypta ale zazwyczaj wystarczac po prosty temat i troche praktyka w rozwiazywac zadanie;3
1029;zajecia prowadzic bardzo dobrze;2
1030;przy to nie miec nawet co marzyc o naciagnieciu jakis punkt z sprawdzony kolokwium;1
1031;podstawa inzynierria materialowy elektryczny bardzo nudny zero obecnosc ewko lo brak slaby ale zdarzac sie objaw poczucie humor wink neutralny moc byc ale tylko z wzglad na spsob zaliczenie zaczac trzeba od to ze profesor;3
1032;popczyk zygmunt doktor inz postawa marketing seminarium zajecie byc nudny popczyk wymagac od student by aktywnie uczestniczyc podczas zajec zachecac a raczej nakazywac do rozmowa wymiana zdanie jednak to nie isc zrobic gdyz sam prowadzacy swoj monotonny glos usypiac;1
1033;ale jesli czlowiek wlozyc troche praca na zajecia i pocwicz to co zostac zadac wysilek zostac doceniic byc dobry ocena ale takze byc to skutek wiekszosc czlowiek po ten kurs troche sie zmieniac i patrzec z duzy odwaga w przyszlosc;2
1034;jezeli nie umiec to nie zdac;1
1035;odejmywac punkt za wszystko nie tylko za blad ale takze za zapis wyglad praca za to ze mimo iz wynik byc dobry zadanie zostac rozwiazac inny metoda niz by chciec profesor;1
1036;duczmal miec specyficzny sposob prowadzic zajec;3
1037;nad co nieustannie ubolewac kurs analiza ii u ten pan wspominac dobrze z wsztstki matematyk na polibuda;2
1038;ocena skala ogolnie byc okolo;2
1039;co prawda doktor kowal rozwiazowac prawie all zadanek z list i to ten wazny lecz ja jakos nie mogl emoty zalapac on sposob tlumaczenie;3
1040;na kazdy chyba zadanie testowy jednokrotny wybor od a do e;0
1041;otwarty dla student;2
1042;albo czekolada za obecnosc d dla ja bombac;2
1043;czas doktor Mroz dac banalny pytanie inny raz rzucic taki ze nikt by sie nie pozbierac;1
1044;jak trzeba to pomoze;2
1045;dobrze kiedy dostaniesz pierwszy zwrocic sprawozanie to leciec na konsultacja i pytac sie jak to miec wygladac a potem poprawo zgodnie z sugestia gwarancja ze do koniec laborka wszystko byc juz przyjac bez problem uwagac dwa pierwszy sprawka obowiazkowo reczc reszta na komputer;3
1046;opinie na podstawa kursurozniczkowy na wydzial is sposob prowadzic zajecia zrozumiac czy potrafic nauczyc;2
1047;nawet jesli malo umiec idza i dac sie zblaznic niz powiedziec;0
1048;no poezja;2
1049;jeden slowo polecac;2
1050;miernictwo lab i cw polecac nie bede powtarzal juza napisac infomacja;3
1051;byc wymagajacy to fakt ale na wyklad i cwiczenia dawac z siebie wszystko zajecie prowadzic z pasja chetnie wszystko wytlumaczyc polecac student ktory byc systematyczny nie polecac wszyscy ten ktory chciec miec ocene za friko d;3
1052;prowadzic podawac wczesnie zagadnienie;2
1053;nie polecac poniewaz trzeba przyznac ze tempo prowadzic wyklad byc dosc duzy ja starac em sie rozumiec na biezaco co sie dziac ale nie zawsze sie to udawac natomiast kolokwia byc no dosc trudny;1
1054;walkowiak byc naprawde mily czlowiek;2
1055;byc kolo dosc prosty znaczyc dawac temat i taki tam;3
1056;zreszta jak my powiedziec na pierwszy wykladzie ze algebra to on drugi milosc czy cos podobny ogolnie polecac;2
1057;unikac na cwiczenia nic sie nie robic ni e sie;1
1058;warto bo na egzamin zdac polowa;3
1059;oolnie mowiac nie polecac osoba ktory chciec maly naklad praca zalliczyc humana;1
1060;tu akurat nie bylo trudno;2
1061;sposob prowadzic zajecie bardzo ciekawy;2
1062;na zjeci nie pospic ani nie porozmawiac bo straszy wyrzucen z sala zapisywac nazwisko etc;1
1063;naprawde fajny zajecie;2
1064;naprawde sympatyczny labork polecac d;2
1065;jak ty do zaliczec brakowac punkt to chocby byc blagac na kolano nie otrzymac zaliczec;1
1066;zgadzac sie w zupelnosc z powyzszy opinia;0
1067;zrobic jeden kartkowka ktory zaliczyc moze z osoba;1
1068;ja byc na biotechnologia wiec matematyka miec m tylko przez semestr juz koniec i nie miec metr specjalny ochota sie on uczyc nie przydac ja sie zbytnio w przyszlosc;0
1069;byc pasjonatka fizyka choc wiele powiedziec by maniaczka;3
1070;kto barbara juroszek co wybrac problem technika medyczy wydzial wppt ocena b wyklad czas ciekawy czas trzeba zabrac poduszke za to iz nie trzeba robic notatka wszystko umiescic w internet monotonnosc wyklad ilez mozna patrzec na prezentacja egz wystarczyc kilka raz przeczytac udostepnic notatka chodzic na wyklad;3
1071;typ zadanie ktory nie byc na cwiczenia nie miec na kolo brak do tablica tez zazwyczaj brac tytko ochotnik a jak ktos jednak wywola a ten ktos nawet kompletnie nic nie umiec to doktor przedyktowac on caly rozwiazanie i jeszcze;2
1072;dlategotez nie polecac jak miec wybor to gdziekolwiek indziej;1
1073;kurs fizykac laboratoria ocena unikac b pani doktor nalezec do fanatyczka fizyka;1
1074;sprawdzac obecnosc byc moc tak;0
1075;bardzo istotny byc ocena z wejsciowka;3
1076;lista obecnosc kazdy siebie sam zaznaczac wiec mozna walowac chyba;2
1077;z wzglad na niewielki problem z zaliczenie polecac wszyscy dla zdolny student tez byc to ambitny wybor;2
1078;wyklad nie miec nic wspolny z logiczny wylozec podstawa sztuka programowanie a byc raczej pedantyczny hold skladnia pascalac zamiast skupic sie na nauka sam programowanie caly nacisk klasc na znajomosc skladni jezyk a sposob podac ten wiedza byc chaotyczny;1
1079;w swiet skrzatow moze jedynie konkurowac z doktor krzeminski sympatyczna wykladowaccaa z pozytywny nastawienie do student zwlaszczac taki ktory nie widziec;2
1080;czas robic prosty kartkowka na wyklada byc to tez automatyczny sprawdzenie obecnosc;3
1081;kurs moc zaciekawic kogos kto interesowac sie filozofia ale moj zdanie byc strasznie nudny;3
1082;kosmos taki z nie widzial jeszcze takigo;1
1083;na poczatek stwierdzic ze to kurs algebry abstrakcyjny pomimo nasz protest po co pokazac skrypt skoczylas material tak naprawde my obowiazuc i powiedziec ze nie byc sie zajmowac tak waski zakres;3
1084;miec metr z ten pan jedynie wyklad z geometria i rysunek;0
1085;na dopytka ponoc wszyscy zaliczyc;2
1086;tylko smieszyc ja on oszczednosc kazdy skrawek kartka potrafic wykorzystac i to on;3
1087;to prawda ze tempo wyklad cwiczenie byc zabojczy to prawda ze trudny przyklad niebanalny kolokwia czas robic blad na tablica co akurat byc nawet fajny bo sprawdzac czy czlowiek spic byc lekki chaos ale tak naprawde uczyc duzo jesli ktos oczywiscie wykazywac jakakolwiek inicjatywa;3
1088;mowy doslownie regulka z ksiazka;1
1089;angielski b ocena polecac b dokladn koles naprawde byc konkretny i przyjazny student poczucie humor miec nieprzecietny i potrafic wielokrotnie zaskoczyc student wiele rzecz;2
1090;cizman Agnieszka mgr inz;0
1091;kiedys na wyklada powiedziec ze on marzenie byc zastac pusty sala wykladowy a jeszcze duzy marzenie byc to ze ktos dac on znac ze nikt nie przyjsc na zajecia ja jako bardzo dobry student zastosowac em sie do zalecenie prowadzacy i nie chodzic em ani na wyklad ani na cwiczenie co by nie mowic ja sie podobac;3
1092;angielski w nauka i technica absolutnie polecac zajecie bardzo ciekawy i bezstresowy;2
1093;a miec m z on analiza i niby dac sie zaliczyc i wogole ale nieee;3
1094;ja mial nieobecnosc i spozniec wpis jak ktos mial czysty konto dostawal wpis na przedostatni zajeci przydatny bo to okolica sesja;0
1095;chetnie pomagac wszystek;2
1096;puszczac srednio mniej niz polowy;1
1097;chcialac skonczyc z on kurs jak szybko i muy przyznac z to byl moj najwiekszi motywacja zeby nie spotykac on na zajecie w nastepny rok;3
1098;kolokwiac niezbyt trudny material z zajecia;2
1099;popko ewa doktor hab fizyk laboratorium polecac b w suma pani Ewa okazac sie calk spoko;2
1100;pewnosc siebie po on wzrastac kazdy student ktory na on uczeszczac;2
1101;podstawa termodynamika cw ocena okolo B jak juz kolega napisac problem nie miec;2
1102;krzysio byc swietny fachowce i dobrze uczyc kazdy nawet zdawac by sie najprostszy problem potrafic drazyc az do calkowity rozwiklac czas zajmowac ten caly cwiczenie ale kazdy z uczestnik na pewno byc wiedziec o ten problem wszystko co sie dac wiedziec;2
1103;nie rozwiazowac wszystek przyklad do koniec ale dlatego ze zalezec on na zrobienie mozliwie najwiekszej liczba przyklad a poza to nie byc z ten niedokonczony az tak zle bo zwykle byc on juz poupraszczac do granica mozliwosc i mozna on rozwiazac sam bez zaden problem o ile czlowiek uczyc sie systematycznie i wiedziec co byc na poprzedni wyklada;3
1104;niebardzo podstawa ocena w indeks zaliczec egzamin pyt;1
1105;na kilka pierwszy zajecia nie oblac chyba zaden osoba u inny to sie zdarzac;2
1106;potem okazac sie bardzo mily ale zaczac przesadzac z kartkowka porozsadzac my dawac jakis pytanie nie z instrukcja a nawet zadanie;3
1107;radzic pouczyc sie troche przed kolo jesli nie chcecie sie meczyc w sesja;3
1108;rowniez polecac doktor mulak kola SA naprawde schematyczny;2
1109;wystarczyc spytac sie mgr;2
1110;teoretycznie tematyka zajec byc nieciekawa ale z ten pan to czysty przyjemnosc;3
1111;opinie na podstawa kursutematyczny cwiczec na wydzial w wemif na cwiczenie idzesz by pocwiczyc to co miec umiec;3
1112;czesto on nie miec na zajecia;1
1113;z zaliczeen nie miec problem chyba ze ktos siebie olej organiczny od gora do dol na kolokwi zadanie z list rozwiazywac na cwiczenia egzamin z teoria ale prosciutka od rok to sam na drugi termin zadanie identyczny jak na pierwszy;2
1114;sporo mowic o przeszlosci polibuda i swoj wykladowc oraz o swoj zona;2
1115;miec jeszcze szansa na kolokwium ktore byc system pucharowy rysunkowa rysowac sie on sprawdzac kto miec dobrze zostawac kto zle wychodzic i Rund zalicz system srednio osoba gdyz pytanai SA typ podac przyklad tolerancja bic osiowy i nikt nie wiedziec o co chodzic drobniejy szczegoly d nic z ten rzecz zerowy calkowica nieprzyjazny;1
1116;algebry z geometria analityczny polecac pani doktor to zloty kobieta;2
1117;brak niewspodziewajka;2
1118;  analiza mat i wyklad i cwiczenie polecac na wyklad faktycznie nie warto chodzic bo wszystko byc przepisywac z skrytpu natomiast baaardzo polecac on jako cwiczeniowca;3
1119;swietny wyklad ale trzeba sie zastanowic czy warto sie zdzierac z zaliczeen;3
1120;potem nie wyniosl em z zajecia kompletnie nic roll profesor wypisywac przez caly wyklad jakis wzor i konczyc w styl twierdzenie maxwella;1
1121;zdecydowanie polecac na moj lista fizyk dobry;2
1122;a wczystko do ten moment byc dobrze z reszta zadanie udac ja sie uzbierac punkt czyli jak by dac ja choc punkt za to to by metr byc juz wtedy szczesliwy;3
1123;najgory wyszlo przy oceniac gdy okazlo sie z pan r miec duze zaleglosci w oceniac poszczeglny zadana;1
1124;zadanie z kosmos;1
1125;ocena unikac jak ogien;1
1126;na szczesta nie sprawdzac obecnosc i mozna nie chodzic na zajecia;2
1127;jankowski elzbieta dr inz;0
1128;ocena dobry poczucie humor przed sesja czesto zartowac on blisko sesja tym rzadko zgadzac sie z pan szesciokrotny pisac ten sam kartkowka z minimalnie zmienic zadanie to normalny u pani doktor;3
1129;niezapowiedzianych kartkowka brak;2
1130;wyklad mozna trochy przespac ale ten zagadnienie nie dac sie przedstawiac ciekawie wiec to nie on wino;2
1131;pani doktor byc zawsze swietnie przygotowac do zajecia;2
1132;cwicznie SA monotonny konczyc sie o wiec trzeba byc wyrozumialy;1
1133;jeden z dobry wykladowca na pwr;2
1134;kolo chyba nieszczegolnie trudny to material byc trudny;3
1135;w ogol kolokwiac kosmicznie trudny i nie zawsze uczciwie oceniac ale trzeba przyznac ze potem isc sie na egzamin bez stres bo byc duzo prostszyc niz kolokwiac pani janicki;3
1136;prawde mowiac dobrze pomeczyc sie na rokku nizec poznie panikowac;3
1137;fizykac laboratorium unikac ale do przejscie b zaczny od superlatywa doktor;3
1138;nie byc wybitnie trudny;2
1139;ale jak sie czlowiek uczyc w miara systematycznie to latwy;2
1140;jesli ktos tak lubic to chyba mozna sie nauczyc bo wyklad merytorycznie dobrze prowadzic dwa kolokwi ewentulac punkt za obecnosc i praca dodatkowy prezentacja kartkowka i tym podobne typowo skryptowy ale ten trudniejsze raczej sprawiedliwie ale trzeba ladnie opra c;3
1141;rozniczka ocena moze byc b koles nie uwazac za psychicznie chory albo moze nie wybijac sie to bardzo sposrod grono pozostaly matematykowa;3
1142;dobrze sie trafic nie dac na w polecac;2
1143;dotyczyc wyklad z chemia organiczny;0
1144;jesli miec sie aktywnosc na zajeci zaznaczac jako punkt to ciezko byc nie zdac;2
1145;latwo wyczuc co sie uczyc to co naw wyklada byc powtarzac milion raz na przyklad dlac z;3
1146;ja miec em z on wyklad i powiedziec z wyklad profesjonalny aczkolwiek nudnawa jak to fizykac p natomiast fakt fakt pytanie na test byc pytani na ktory docent odpowiadac w trakt wyklad;3
1147;ahao powiedziec em ten pani byc automatyk ale na wydzial elektronik wiec pisze o on w ten dzial;0
1148;po ten mily akcencie czas na wybrac gora dziegdziu z ten maly sloik doktor;1
1149;do tablica na poczatek chodzac ochotnica a potem brac ten co maj sam piatka albo sam dwoje kartkoki latwy ale czas jakis haczyk sie zdar jednak jak sie nie udac jakiejs zaliczyc to zawsze mozny to zrobic na konsultacj do opor jesli chodzic o laborka to goolnie nie lubic em ten doswiadczenie juza wolec em z fizyka przyrzada do bania prowadzacy ciagle nie byc a jak byc to trzeba byc sie naczekac zanim przyjsc do kazdy grupa i wytlumaczyc no i potem taki niebardzo ocena byc ale wszysski zaliczyc;3
1150;gdy przychodzic do kolokwium juza tak rozowo nie byc;1
1151;mial z on wyklada z infy i laborke z infy;0
1152;nie radzic robic sprawozdanie na tak zwany kola n;0
1153;na zajecia sprawdzac obecnosc ale sprawdzac byc wyrywkowy na pierwszy zajecia czytac wszystek pozno wybrac;0
1154;miec em przyjemnosc z ten doktor miec zajec algebro i i algebry liniowa ii;3
1155;natomiast jesli chodzic o nauka to duzoc sie czlowiek nie nauczyc przy kornel;1
1156;tlumaczyc co i jak i sie zabierac do robota;0
1157;rohleder nie wymagac obecnosc na cwiczenia nie wyrywac do zadanie wlasciwie nie wymagac nic a na zajecia zwykle frekwencja byc pelny lub prawie pelny;2
1158;burnecki maciej doktor analiza matematyczny cwiczenie w ocena polecac b kiedy po raz pierwszy zobaczyc em maciejac to nie wiedziec em co myslec taki synek mamusia i chciec nie wiadomo co;3
1159;kolokwiac byc bardzo prosty;2
1160;moj kumpel nie przepisac lista i pani kasia chciec on uwalic ale wyprosic i przepisac zaraz zadanie z ten lista dac on;2
1161;szewczyk nie byc trudny;2
1162;jedynie ostatni sprawka jezec nie udalo sie oddac przed odrobk nie dawalac do poprawka ale tez ocena byly nizsze nawet;3
1163;wyklada dosyc fajny prowadzic dosc jasno i klarownie;2
1164;do eit pan wydawac sie byc sympatyczny;2
1165;czas na pytanie byc sporo w porownac na przyklad z matacz;2
1166;w czas zajec byc w sala moze z minuta a reszte spedzac w inny miejsce;1
1167;zadanie dawac rozny zadko z list;3
1168;uczyc sie dopiero aczkolwiek widac roznica w traktowanie osoba ktory miec talent a ten ktory ow nie posiadac;3
1169;analiza e tralma nie zapomny ten do konca zyc nie przespac noc i tak dalej;1
1170;umieszczac swoja opinia w kategori inny;3
1171;ja sie podobac;2
1172;obecnosc niby sprawdzac czas puszczec ponoc listy ale na koniec nie brac to pod uwaga;3
1173;sadza z mozny on spokojnie polecic czlowiek ktorz chca cos udoskonalica w swoj gra bo podejscie ten pan do praca z my byc profesjonalny;2
1174;wyklad dostepny w ksero i w internet;2
1175;pan doktor byc nierowny prowadzic;3
1176;zapisal sie do on na cwiczenie na drugi semestr;3
1177;poza to na koniec byc banalny kolo test wybor na ktory mozna siebie podwyzszyc ocena;2
1178;Jesli zapisales sie do on mozesz byc pewien z umiec juz programowac;2
1179;na wyklad nie trzeba chodzic zaliczenie na podstawa referat;2
1180;algebry liniowa dla air na ekaa polecac do latwy kurs;2
1181;witac;0
1182;szatkowski jan doktor fizyk h moze byc b na koniec byc tescik zagadnienie w a poczytac on wyklada to na ban zaliczc bedzie bynajmniej tak bylo w moj przypadek lubic eksperymentowac wiec rozc to bywac z ten kolosa ja sie tafilo do przejscie oglnie malo osob niezalicz h wyklada SA nudny nie trzeba chodzic;3
1183;w wemif robc co chcecie a ja ide na kawy wiecej on nie miec niz byc a Jesli byc to nie za bardzo oceniac chaotyczni ale pozytywnie sprawozdanie dopytka na termin odrobczym raz w semestr duze ale na beznadziejny poziom przyjazny moze byc labolatirum z ten prowadzacym to istny chaos;3
1184;moze nie dawac super latwy zadan ale sposob oceniac byc dosc przyjazny student;3
1185;ogolnie jak to powiedzial moj znajomy mier n;1
1186;wymagac byc az nadto zwracac sprawozdanie dosc czesto;1
1187;ahao ksiazka do nauka ten przedmiot byc bardzo wazny;3
1188;moc byc b doktor jankowski to faktycznie kobieta ktory za wszelki cene chciec wpoic student fizyka czas az do bol byc rowniez zdziebko histeryczny kartowka robic nie za czesto lecz pytac na bierzaco i oczywiscie dlaczego teraz trochy pozytyw jezleli tylko chciec to zaliczyc bez problem nie czyt bez wysilek zawsze dawac szansa na konsultacjacha poprawic odpowiedz lub kartkowke do sprawka trzeba sie przykladac i robic porzadnie wtedy ne miec problem z zwrot;3
1189;teoretycznie zeby zaliczyc trzeba miec punkt z dwoch kolokwiow ale kumpel mial i poszedl do on nasciemnial on z musiec gdzies wyjechac a on on dopytal no i oczywisc zaliczyl;2
1190;ten pan sluchac to istny meczarnia czytac paragraf i tym podobne;1
1191;analiza matematyczny ii cwiczenie;0
1192;wyklad ten przepisywc skrypt zadanie na kolo typowy oczywisc z skrypu nie trudno o zaliczen wadac zajec perf u;3
1193;tak czy inaczej ja sie podobac i polecac ten kurs;2
1194;ja wiedziec z dobry zrodlo ze pani doktor ogolnie wyznawac zasada ze dobrze jak sie student nauczyc dobrze na jeden kolo niz jak troszke tak by zaliczyc na dwa kolo;3
1195;kurs analiza matematyczny i wyklad i cwiczenie a ja nie polecac;1
1196;mimo wszystko jednak matriec wylozc przez pania zrozumiec metr bez problem moc dlatego ze algebra byc ogolnie prosty;2
1197;jezeli profesorek zlapac cie ze siedzic i nie notujec to zanotowac siebie twoj nazwisko i moc miec klopot u my kazac taki osoba czytac list e wynik;1
1198;na szczescie kazdy z ten rzecz mozna poprawiac w zasada w nieskonczonosc az do koniec sesja;2
1199;bardzo dobrze przygotowywac do egzamin;2
1200;michalik Krzysztof doktor analiza matematyczny i cwiczenie ocena smieszna ale nie polecac b ekscentryczny na poczatek;3
1201;no i SA jeszcze zadanie domowy na ocene;0
1202;miec em analiza z pan metr straszny nuda na wyklada glownie przepisywac skrypt w ogol nie umiec tlumaczyc zadanie robic na tablica z bleda i tak nie zdazyc przepisac bo wszystko zaslaniac swoj postura jak odslon to zmazywac;1
1203;po drugi kolokwium stwierdzic ze miec blad rachunkowy w pierwszy zadanie i on daleko nie byc sprawdzac dac ja za wszystko punkt;1
1204;wyklad ciekawy cwiczenie rowniez;2
1205;pekalski grzegorz doktor inz kurs materialoznawstwo metaloznawstwo sposob prowadzic zajecie czy potrafic nauczyc tak podstawa ocena w indeks zaliczec egzamin niespodziewajka nie poczucie humor dobry chumor ogolny podejscie do student bdb student tez czlowiek ocena ogolna numer mimo ze przedmiot nie byc latwy i przyjemny doktor pekalski potrafic on naprawde ubarwnica i uprzyjemnica;2
1206;naprawde byc mily i sympatyczny tylko trzeba cos jednak umiec i tak jak juz ktos powiedziec nie dziwic sie jak na pytanie;3
1207;z prosic o rozlozyc indeks na dwa kupka ocene i do dom lub wyzsza ocene i pokazywc umiejetnosc;3
1208;tak;3
1209;do eit material prezentowac przez ten pan w spobob elegancki z zwrocec uwaga na wazniejy rzecz;2
1210;miernictwo elektroniczny laboratorium ocena ujsc od bieda b to byc dziwny pan ktory sam zabardzo nie wiedziec co chciec laborka rozpoczynac sie od wejsciowka z cwiczenie obecny i cwiczenie ktory miec smy na poprzedni laborka ale byc w miary latwy do nauczec z instrukcja jak ktos byc obeznac z elektronika to poradzic siebie u on bez problem;3
1211;jednyne minus to dosc dziwny ocenianie kolo niktory lubic bardzo inny malo i pilnowac na kolo poniewaz uwazac ze dobrze zrobic zle sam niz sciagnac dobrze;1
1212;zadanie na kartkowk SA przewidywalny czesto identyczny jak w inny grupa nie odbiegajac ideowo i schematowo od zadan z list;2
1213;nie podobac ja sie;1
1214;nie miec limit punktowy z jeden kolokwium jesli trochy brakc do zaliczec to na dopytke;2
1215;i czesto byc tak ze nawet solidny przygotowac moc nie pomoc;1
1216;przedmiot ogolnie malo ciekawy jeszcze zle prowadzic;1
1217;mial na wiec nie uczestniczyl byl na ostatni zajeci i przyjal czyli cel zamierzyc human odjebac jak ktos tak chciec to drogi wolny ajesli wyzy to nie miec pojecia;3
1218;chem organiczny i latwie byc zaliczyc ale to u wszyscy prowadzic w kolokwi;3
1219;fizykac cw nie znjadziecie dobry b pan k r nie tolerowac na swoji zajecie jak sam mowic obse rok;2
1220;on skala ocene to od do jesli praca byc wybitny;1
1221;zajecia z doktor hab;0
1222;wyklad prowadzic nawet ciekawie;2
1223;raczej nic sie nie nauczec z ten przedmiot bo pan borkowski nie wytlumaczyc nic wszyc s;1
1224;warto sie zglaszac bo za to byc plusik i na koniec mozna siebie podwyzszyc ocenka;2
1225;zle z praca domowy;1
1226;sam wymysli siebie zadanie a potem rozwiazywac on przez caly zajecie ale ogolnie polecac ten pan;3
1227;przyrzada polprzewodnikowy i polecac dla wemif u to chyba pierwszy kontakt z perspektywa wykladow na i semestr z czlowiek ktora opowiadac o naprawde interesujacy strona elektronik;2
1228;i tak trwac em az do pierwszy kolo nie byc trudny jak by metr wtedy wiecej przysiasc nad analny to prawdopodobnie by metr zaliczyc;3
1229;na podstawa analiza matematyczny trochy zakrecony facet;1
1230;analiza matematyczny i wyklad i cwiczenie elektryczny ciekawy calkiem zrozumiac tak wszystko tlumaczyc;2
1231;mozna umowic sie na oddac wielki projekt i wcale nie chodzic na labork;2
1232;nie trzeba oddawac wszyscy do ocena koncowy liczyc sie sredni z wszyscy przy co nieoddac to;3
1233;erudyt;3
1234;no i racja Kos ale jak sie uczyc to zaliczyc bo bardzo dobrze tlumaczyc;3
1235;ogolnie byc dosc wymagajacy na kolo potrafic sprawdzic dokladnie wszystko co byc na wyklad;1
1236;wiedza przekazywac w bardzo przejrzysty i zrozumiac sposob;2
1237;ale jak sie czlowiek uczyc z skrypt powinien zaliczyc;2
1238;doktor pekalski bardzo nie lubic sciagac wowczas juz nie byc taki mily;1
1239;pytanie nie byc z kosmos byc z wyklad;2
1240;radzic robic duzo zadanie samodzielnie bo j j nawet nie raczyc objasnic jak sie do to zabrac;1
1241;kurs niemiecki a e ocena super gosc polecac b bardzo goraco polecac;2
1242;do niedawny robic ten sam zestaw dla rozny grupa cwiczeniowy ale poniewaz sie zorientowac ostatnio ze znac smy pytanie no to postanowic zmienic ten system;3
1243;wyklad k k byc po prosty genialny miec niesamowity dar przekazywac wiedza i tlumaczenie a tlumaczyc do opor;2
1244;czas i wiecej b;2
1245;moj stycznosc z jezyk C byc dosc marny ale zaliczyl i sporo sie nauczyl;2
1246;miernictwo elektroniczny wyklad i laboratorium laboratorium jesli ktos lubic oddawac sprawozdanie po raz i za kazdy raz slyszec co to byc;1
1247;no wlasnie jezeli chodzic o laborke to dla ambitny nie polecac;1
1248;cwiczenie godzinny prowadzic w jeden gdyz nie rozwiazywac on dokonca co zmuszac do samodzielny praca co przynosic efekt w postac odpowiedni ocena trzy kolokwi czastkowy a w kazdym zadanie do rowiazac z trzy dzialow wiec na dobro sprawy mozny zaliczyc material przy odrobino szczesc umiejac list z dziesiec pierwszy nie miec jakotako gdyz byc to powtrzenie dzialan na wektor zwolnic z egzamin za ocena i bo i taki sie zdazaja;2
1249;u ja w kol zaliczylo osob;1
1250;szermierka moc byc b rzeczywiscie jak na on wiek kondycja miec imponujacy ale lubic tez sie to bardzo chwalic i troche wywyzszac;3
1251;spac sie dac i warunki byc sprzyjac duszno i ciasno;3
1252;pan wozniak miec doyc wysoki wymaganie co do jakoscic odpowiedz na pytanie egzaminacyjny warto chodzic i rozmawiac na temat praca aby wiedzec gdzie sie popelnilo bledy;3
1253;swietny w pierwszy kolo najwiecej osoba zaliczac potem SA jakis termin ale nie martwic sie bo jak sie nie zaliczyc kazac cos przepisac albo masowo na kolo czlowiek zaliczyc d w rok trzeba byc przepisac strona skrypt w rok inny chistoria d sam zobaczyc z goscie nieprzewidywalny po kolo oczywiscie osoba jeszcze miec nie zaliczc a profesor cos rysowac na tablicz czlowiek patrzec a on wyciagnac karteczka i podpisac drukowany liter bardzo wazny radosz prosze z gropy wybrac jeden osobe ktory odpc ja na pytanie miec na to sek;3
1254;ale po co kto wazny z sie zdac miec em z doktor skoczylas analiza jak sie dowiedziec em z miec z on to sie nieco wystraszyc em bo podobno Kos;3
1255;kartkowka bardzo latwy podobnie kolokwia mozna zdac z bieg jesli sie juz wysiedziac ten wszystek zajecie;2
1256;tak wiec jesli miec okazja to nie olewajc siebie ostatni zajec bo to malo zachod a w gora;3
1257;na ocene skladac sie kartkowka program i koncowy zaliczec program z wszystko;0
1258;podstawa analiza matematyczny cwiczenie i wyklad ocena neutralny raczej nie polecac b trzeba sbie na poczatek powiedziec ze doktor wilhelm miec bardzo duzy wiedza z dziedzina matematyka i ze byc on pasjonat;3
1259;stwarzac tez problem jesli chodzic o dopuscic do egzamin bez zaliczony kolo u on nie miec szansa nie chciec siebie psuc statystyka osoba ktory zaliczyc po on zajecia egzac jednie jesli byc sie w miara aktywny w s to dawac duzo mozliwosc poprawa;3
1260;kurs chemia nieorganiczny i i ii cw b na poczatek byc m przerazony ale siedziec metr nad ten zadani caly dni;3
1261;u gryszko byc tak sam sie rozgrzewac rzut i tym podobne a potem podzial na druzyna i grac do punkt i zmiana jak byc mniej czlowiek to dlugi mecz;3
1262;byc ja troche ciezko i na koniec;3
1263;chyba raz czy dwa mozny nie byc bez konsekwencja;0
1264;naprawde warto;2
1265;miec em z pan magister bardzo przykre zajscie informowac wszyscy iz sprawozdanie mozna oddawac do koniec sesja;1
1266;fatalny wymowy usypiajaca monotonny glos nie patrzec na studentow raczej okno sciac tablica lol i wygladac na taki zastraszony kola standardowy zadanie z skrypt raczej prosty;3
1267;dosc dziwny sprawa byc fakt ze praca sprawdzac w moment wpis do indeks moc po prosty powiedziec sciagnac z internet i wstawic dst mimo ze poswiecic es caly noc czy wiecej na on pisac;1
1268;kurs chemia ogolna III wyklad ocena moc byc b wyklad jasny i klarowny pan muchy nie interesowac obecnosc wiec mozny wogole nie przychodzic;2
1269;raczej jesli sie do on juz zapisac sc to radzic chodzic na zajecia do ktos inny ja na przyklad chodzic em w zamian do dra pohlaa;1
1270;pan magister wygladac jak szeryf z reklama media markt i uczyc sztuka przetrwanie jesli sam cos nie umiec to on i tak ten nie pomoc bo nie wiedziec;1
1271;a gdy przyhodzic kolokwium byc dwa opcja zadanie byc trudny ale mozny korzystac z wlasny notatka i generalnie po cichy sciagac ostatecznie zaliczec bez problem wiec i zwolnic z egzamin bog dzieki skoro malo wiedziec po cwiczenia ten znac od kolega z chemiczny z jakis powod doktor przestawac byc mily i kolokwium isc kiepsko;3
1272;ale nie mozna olac taki szansa zdawalnosc nie miec w koncu to matematyka;3
